,User,CouponCode,Category,SubCategory,Type,Company,Redeemed,CouponDiscount,AmountSpent,Clicked,TimeStamp
16791,03-2045757,FOBV-ALC-JHO-20,FOOD_BEVERAGES,ALCOHOL,WHISKEY,JHONIEE,1,20,800,1,2019-01-11 20:22:13
16792,78-2477916,REAP-ACC-SHI-20,RETAIL_APPAREL,ACCESSORIES,RINGS,SHINNING,1,20,1600,0,2021-07-27 03:59:57
16793,65-6229128,TRAV-ROA-UBE-30,TRAVEL,ROAD,TAXI,UBER,0,30,27400,1,2018-10-30 09:27:03
16794,74-8272165,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,10,400,1,2018-01-30 12:16:46
16795,82-3665695,ELEC-BIG-IGE-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,IGENERAL,0,20,1900,1,2019-02-10 04:54:20
16796,57-0745146,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,TEA,TATA,1,10,300,0,2019-05-01 01:22:52
16797,05-4916634,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,COLA,PEPSI,0,20,800,0,2021-07-20 23:58:44
16798,73-4517606,REAP-ACC-NIK-20,RETAIL_APPAREL,ACCESSORIES,SHOES,NIKE,1,20,1350,0,2020-08-16 15:55:06
16799,32-8279442,ENTE-MOV-INO-30,ENTERTAINMENT,MOVIE,ENGLISH,INOX,0,30,1900,0,2020-04-19 17:25:24
16800,34-4066295,TRAV-ROA-UBE-40,TRAVEL,ROAD,VEHICLE,UBER,1,40,29050,0,2022-02-05 02:12:45
16801,27-4911312,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,TV,LG,0,20,2450,0,2021-11-21 03:50:24
16802,61-4117296,ENTE-MOV-INO-20,ENTERTAINMENT,MOVIE,REGIONAL,INOX,0,20,1000,0,2021-09-30 16:12:47
16803,46-3359613,ENTE-EVE-ISJ-30,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,0,30,1950,1,2019-08-06 19:43:46
16804,53-2656474,ENTE-MUS-POP-20,ENTERTAINMENT,MUSEUMS,ART,POPCULTUREMUMBAI,1,20,1100,0,2019-10-23 02:01:19
16805,72-2277311,ENTE-CAR-PAR-10,ENTERTAINMENT,CARNIVAL,FUNFAIR,PARTYPOPPERS,1,10,400,1,2019-09-04 08:29:03
16806,19-4380574,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,1,20,2300,1,2019-04-19 11:53:04
16807,78-2023444,ELEC-BIG-SON-20,ELECTRONIC,BIGAPPLIANCES,TV,SONY,0,20,1750,1,2021-11-09 14:10:10
16808,08-6082414,FOBV-WAR-NES-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,0,20,750,1,2019-10-23 03:33:10
16809,22-3952504,TRAV-RAI-BOO-50,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,1,50,45250,1,2022-03-10 12:11:56
16810,15-9122396,ELEC-MIN-APP-10,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,0,10,1350,0,2019-08-25 07:34:50
16811,83-1481226,REAP-COS-RED-10,RETAIL_APPAREL,COSMETICS,LIPSTICK,REDLIPS,0,10,750,1,2021-07-29 05:57:29
16812,44-1539433,FOBV-WAR-BRE-30,FOOD_BEVERAGES,WARMDRINKS,COFFEE,BREW,1,30,850,0,2019-01-28 00:16:02
16813,54-0464426,REAP-COS-SWI-20,RETAIL_APPAREL,COSMETICS,POLISH,SWISSBEAUTY,0,20,1200,0,2018-08-30 21:01:59
16814,00-9089939,TRAV-RAI-MUM-20,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,1,20,8300,0,2018-12-17 15:55:56
16815,12-8927349,FOBV-FAS-SUB-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,SUBWAY,0,20,800,0,2022-02-27 15:06:04
16816,74-1245749,TRAV-AIR-GOI-40,TRAVEL,AIR,INTERNATIONAL,GOIBIBO,1,40,29400,0,2019-08-23 06:04:14
16817,17-4667701,ELEC-BIG-SAM-10,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,10,1500,1,2019-11-05 04:05:36
16818,76-6319096,REAP-COS-GAR-30,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,0,30,1900,0,2022-01-20 11:07:32
16819,76-7959338,TRAV-ROA-RAP-40,TRAVEL,ROAD,VEHICLE,RAPIDO,0,40,35100,0,2019-12-10 11:52:04
16820,41-3745152,TRAV-RAI-IRC-50,TRAVEL,RAILLWAY,INTERSTATETRAIN,IRCTC,1,50,45850,0,2021-01-11 19:49:47
16821,92-9083415,TRAV-WAT-M2M-50,TRAVEL,WATER,FERRI,M2M,0,50,48650,0,2021-10-14 23:24:50
16822,36-4201419,ELEC-BIG-SON-20,ELECTRONIC,BIGAPPLIANCES,TV,SONY,0,20,2400,0,2022-03-17 10:46:36
16823,64-9194325,REAP-LAD-PLE-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,PLEATO,0,10,900,1,2020-12-21 18:29:32
16824,58-6655828,FOBV-FAS-SMO-20,FOOD_BEVERAGES,FASTFOOD,PIZZA,SMOKINJOE,1,20,650,0,2018-02-28 19:33:59
16825,73-0474731,FOBV-ALC-KIN-20,FOOD_BEVERAGES,ALCOHOL,BEER,KINGFISHER,0,20,600,0,2022-05-29 04:46:24
16826,72-5122313,ENTE-EVE-TEC-10,ENTERTAINMENT,EVENTS,EXHIBITION,TECHNOCRATS,0,10,300,0,2018-06-08 05:05:00
16827,31-2409619,FOBV-ALC-FRA-30,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,0,30,850,1,2020-05-27 17:11:18
16828,92-9083415,REAP-LAD-AND-20,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,AND,0,20,1550,0,2021-06-10 20:23:25
16829,33-5884694,TRAV-RAI-BOO-50,TRAVEL,RAILLWAY,TRAM,BOOKMYTRIP,1,50,48200,1,2020-07-24 22:26:36
16830,36-1839167,FOBV-ALC-LOU-20,FOOD_BEVERAGES,ALCOHOL,WINE,LOUIS,1,20,600,0,2020-10-12 09:28:51
16831,54-9376611,TRAV-WAT-M2M-40,TRAVEL,WATER,FERRI,M2M,1,40,36850,0,2021-12-21 12:48:17
16832,56-1014799,FOBV-FAS-BUR-5,FOOD_BEVERAGES,FASTFOOD,BURGERS,BURGERKING,0,5,50,0,2020-05-16 07:31:46
16833,99-6103823,ENTE-MOV-CIN-25,ENTERTAINMENT,MOVIE,ENGLISH,CINEPOLIS,1,25,1700,0,2019-11-11 16:18:05
16834,97-6743641,TRAV-WAT-YAT-20,TRAVEL,WATER,CRUISE,YATRA,0,20,10450,0,2018-09-15 12:06:20
16835,19-4262822,FOBV-FAS-MAC-30,FOOD_BEVERAGES,FASTFOOD,BURGERS,MACD,1,30,900,0,2020-05-08 04:07:37
16836,52-6160546,ELEC-BIG-HIT-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,30,2950,0,2022-05-12 03:36:23
16837,73-0621915,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,0,30,3200,0,2020-04-16 14:40:49
16838,74-9530539,ENTE-SPO-ISL-10,ENTERTAINMENT,SPORTS,FOOTBALL,ISL,1,10,650,0,2019-04-12 10:40:00
16839,46-6872928,TRAV-ROA-TOM-20,TRAVEL,ROAD,TEMPO,TOM&COOKS,0,20,9550,0,2022-03-10 10:41:43
16840,36-9498292,TRAV-WAT-YAT-40,TRAVEL,WATER,CRUISE,YATRA,1,40,34400,0,2021-03-20 14:34:54
16841,83-2689664,ELEC-BIG-HIT-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,20,2350,0,2018-09-16 09:49:12
16842,98-9355323,FOBV-FAS-DOM-10,FOOD_BEVERAGES,FASTFOOD,PIZZA,DOMINO,1,10,300,1,2019-05-03 05:54:07
16843,01-9072132,TRAV-ROA-BOO-30,TRAVEL,ROAD,BUS,BOOKMYTRIP,0,30,17600,0,2019-03-28 10:20:37
16844,59-3226721,FOBV-FAS-SMO-10,FOOD_BEVERAGES,FASTFOOD,PIZZA,SMOKINJOE,1,10,100,0,2019-01-31 22:46:07
16845,32-9212775,REAP-MEN-CHE-20,RETAIL_APPAREL,MENSWESTERNWEAR,BLAZZER,CHECKUPS,1,20,1500,0,2019-10-11 03:25:39
16846,05-3281418,REAP-LAD-PLE-30,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,PLEATO,1,30,1900,0,2020-11-06 07:53:38
16847,95-0867524,TRAV-RAI-BOO-25,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,0,25,12950,1,2018-12-21 02:20:03
16848,69-6674775,REAP-LAD-H&M-20,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,H&M,1,20,1350,1,2019-04-28 08:17:16
16849,11-4360208,ENTE-MOV-PVR-20,ENTERTAINMENT,MOVIE,ENGLISH,PVR,1,20,1450,1,2019-01-23 03:25:27
16850,47-4766334,ELEC-MIN-DEL-10,ELECTRONIC,MINIAPPLIANCES,LAPTOP,DELL,1,10,1550,0,2020-10-03 01:06:45
16851,57-7430314,TRAV-ROA-BOO-40,TRAVEL,ROAD,BUS,BOOKMYTRIP,1,40,35300,0,2022-02-20 11:39:47
16852,22-4232414,TRAV-WAT-CNT-25,TRAVEL,WATER,FERRI,CNTTRAVEL,0,25,12800,0,2020-10-31 09:11:34
16853,61-7624573,TRAV-ROA-BOO-20,TRAVEL,ROAD,BUS,BOOKMYTRIP,0,20,7400,0,2018-10-20 18:37:52
16854,61-9470805,ELEC-MIN-APP-10,ELECTRONIC,MINIAPPLIANCES,MOBILE,APPLE,0,10,1350,1,2020-11-15 10:55:49
16855,39-9956854,ELEC-MIN-SAM-20,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SAMSUNG,1,20,2400,1,2022-05-13 06:37:42
16856,13-5733729,ELEC-BIG-LG-15,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,15,1650,0,2018-03-04 20:21:14
16857,57-6893909,TRAV-RAI-MUM-50,TRAVEL,RAILLWAY,DAILYTRAIN,MUMBAILOCAL,0,50,49650,1,2019-12-07 09:24:38
16858,60-7431601,ENTE-MOV-MOV-20,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,1,20,1200,1,2021-03-14 18:37:46
16859,12-1913627,REAP-COS-SHI-10,RETAIL_APPAREL,COSMETICS,GEL,SHINE,0,10,650,1,2018-05-01 15:45:32
16860,17-0685947,REAP-ACC-HID-30,RETAIL_APPAREL,ACCESSORIES,PURSE,HIDESIGN,0,30,1900,0,2019-06-28 07:35:03
16861,88-2038046,REAP-ETH-WES-30,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,WESTSIDE,1,30,1750,0,2022-04-06 15:56:12
16862,87-1796067,ELEC-MIN-APP-30,ELECTRONIC,MINIAPPLIANCES,LAPTOP,APPLE,1,30,3200,1,2022-04-12 07:43:02
16863,06-2633424,FOBV-CON-MIN-30,FOOD_BEVERAGES,CONTINENTAL,SPAGHETTI,MINIITTILA,0,30,950,0,2018-04-13 12:55:20
16864,34-2607106,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,CREAM,PONDS,0,20,1250,0,2019-05-21 12:28:23
16865,17-7547396,FOBV-CON-MAG-10,FOOD_BEVERAGES,CONTINENTAL,PASTA,MAGGI,1,10,200,0,2018-07-25 01:24:16
16866,95-0867523,ELEC-MIN-SON-25,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SONY,1,25,2800,0,2020-07-08 22:22:32
16867,00-2623715,ELEC-BIG-WHI-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,WHIRPOOL,0,30,3450,0,2018-04-22 13:21:48
16868,32-8279442,REAP-LAD-H&M-20,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,H&M,0,20,1250,0,2020-05-31 14:46:05
16869,15-6875094,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,LIME,PEPSI,1,20,650,1,2019-09-14 03:58:56
16870,78-4178547,ELEC-BIG-SON-10,ELECTRONIC,BIGAPPLIANCES,TV,SONY,1,10,1450,0,2019-04-10 18:16:21
16871,65-2001459,ELEC-BIG-SON-10,ELECTRONIC,BIGAPPLIANCES,TV,SONY,0,10,1100,0,2018-11-30 16:31:01
16872,34-1329680,FOBV-WAR-RED-20,FOOD_BEVERAGES,WARMDRINKS,TEA,REDLABEL,0,20,550,1,2018-05-26 12:27:42
16873,63-6860419,REAP-LAD-PLE-30,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,PLEATO,1,30,1750,0,2018-06-04 11:12:35
16874,02-9928802,FOBV-WAR-RED-30,FOOD_BEVERAGES,WARMDRINKS,TEA,REDLABEL,0,30,950,0,2021-07-21 00:02:15
16875,11-4277974,ENTE-CAR-AFR-10,ENTERTAINMENT,CARNIVAL,CIRCUS,AFROCIRCUS,1,10,400,0,2018-04-25 21:28:03
16876,19-9304013,REAP-LAD-PLE-30,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,PLEATO,1,30,1800,0,2021-10-26 02:43:25
16877,00-1509297,ENTE-MOV-PVR-20,ENTERTAINMENT,MOVIE,HINDI,PVR,1,20,1600,0,2022-05-21 18:53:32
16878,13-2687023,REAP-LAD-DEN-30,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,DENIM,1,30,1850,0,2018-09-17 03:51:02
16879,20-3847170,ENTE-MUS-NAT-30,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,1,30,1750,1,2022-05-16 14:13:43
16880,80-7231999,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,20,2100,1,2022-04-30 09:48:43
16881,48-2983960,REAP-ACC-SHI-10,RETAIL_APPAREL,ACCESSORIES,RINGS,SHINNING,0,10,600,0,2020-02-10 07:11:41
16882,84-8834677,ELEC-MIN-APP-40,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,1,40,4000,1,2018-02-08 23:24:58
16883,64-4615489,TRAV-AIR-AME-50,TRAVEL,AIR,INTERNATIONAL,AMERICAN AIR,1,50,44950,0,2018-08-09 01:56:08
16884,74-8272165,TRAV-RAI-MUM-20,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,0,20,5700,1,2020-02-01 09:30:41
16885,23-9279675,REAP-LAD-ZAR-25,RETAIL_APPAREL,LADIESWESTERNWEAR,BLOUSE,ZARA,1,25,1700,0,2022-05-29 12:03:31
16886,39-6998193,REAP-COS-LAC-20,RETAIL_APPAREL,COSMETICS,CREAM,LAC,1,20,1450,0,2018-08-28 05:16:47
16887,18-7877751,FOBV-FAS-PVR-30,FOOD_BEVERAGES,FASTFOOD,BURGERS,PVR,1,30,850,0,2019-01-11 04:03:06
16888,08-0993079,REAP-LAD-H&M-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,H&M,0,10,950,1,2021-06-06 02:35:42
16889,68-5955959,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,REGIONAL,MOVIETIME,1,10,300,1,2019-11-02 15:00:16
16890,65-4304518,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,LIME,COCOCOLA,0,10,300,0,2018-06-08 15:41:15
16891,00-7033185,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,30,3800,0,2018-02-17 16:01:28
16892,70-6211576,REAP-ETH-SAD-30,RETAIL_APPAREL,ETHINICWEAR,SAREE,SADHNA,0,30,1850,0,2021-11-15 05:08:11
16893,21-2897925,ENTE-MOV-CIN-10,ENTERTAINMENT,MOVIE,REGIONAL,CINEPOLIS,0,10,650,1,2019-03-11 19:06:31
16894,82-9263678,TRAV-AIR-TOM-20,TRAVEL,AIR,INTERNATIONAL,TOM&COOKS,0,20,7500,1,2022-03-07 15:19:06
16895,31-1912341,ENTE-MOV-MOV-20,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,0,20,1550,0,2018-09-03 15:57:07
16896,54-6706449,TRAV-WAT-CNT-20,TRAVEL,WATER,FERRI,CNTTRAVEL,1,20,6200,1,2018-07-09 09:41:53
16897,69-4622699,TRAV-WAT-M2M-40,TRAVEL,WATER,CRUISE,M2M,1,40,29100,0,2021-07-20 15:05:52
16898,72-7649741,TRAV-WAT-COR-40,TRAVEL,WATER,CRUISE,CORDELIA,1,40,41500,1,2019-02-05 02:13:02
16899,67-6555949,TRAV-AIR-IND-50,TRAVEL,AIR,DOMESTIC,INDIGO,1,50,46250,1,2021-11-26 03:20:22
16900,13-3167135,REAP-ACC-BLA-10,RETAIL_APPAREL,ACCESSORIES,BOW,BLACKSMITH,1,10,550,0,2022-02-20 02:34:38
16901,45-5905675,ENTE-CON-OPE-20,ENTERTAINMENT,CONCERTS,CLASICAL,OPERAHOUSE,0,20,1500,0,2018-02-04 15:49:23
16902,99-9030332,ENTE-SPO-IPL-10,ENTERTAINMENT,SPORTS,CRICKET,IPL,1,10,750,0,2020-12-17 18:20:36
16903,34-1329680,REAP-LAD-ZAR-20,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,ZARA,1,20,1650,1,2021-07-05 11:38:34
16904,43-5777810,ELEC-MIN-SON-40,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SONY,1,40,4950,1,2021-12-06 10:20:51
16905,16-1267191,ELEC-BIG-SON-20,ELECTRONIC,BIGAPPLIANCES,TV,SONY,1,20,1800,0,2021-04-08 17:13:40
16906,62-3556714,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,20,2650,0,2020-11-26 09:41:40
16907,35-8562853,TRAV-ROA-OLA-30,TRAVEL,ROAD,TAXI,OLA,1,30,23750,0,2018-04-09 14:08:40
16908,47-1158403,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,LIME,COCOCOLA,1,10,100,0,2021-02-21 10:45:38
16909,40-1324439,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,40,4950,1,2019-12-08 09:28:03
16910,17-0539265,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,0,30,22350,0,2018-05-24 08:01:06
16911,35-8576238,ENTE-MOV-CIN-20,ENTERTAINMENT,MOVIE,ENGLISH,CINEPOLIS,0,20,1300,0,2021-05-11 09:54:09
16912,32-8764736,REAP-ETH-SOA-20,RETAIL_APPAREL,ETHINICWEAR,KURTA,SOACH,0,20,1500,1,2020-11-11 15:40:21
16913,64-5621819,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,0,40,4050,0,2020-06-15 02:16:26
16914,92-9555523,TRAV-RAI-IND-45,TRAVEL,RAILLWAY,DAILYTRAIN,INDIANRAIL,1,45,43500,1,2018-02-28 08:24:19
16915,58-6655828,FOBV-WAR-NES-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,1,20,700,1,2021-02-28 14:05:25
16916,48-3811826,ENTE-EVE-FRA-20,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,FRANCISCO,0,20,1000,0,2021-12-17 23:46:22
16917,38-8520901,ELEC-BIG-SAM-35,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,35,3900,0,2021-10-01 01:55:38
16918,83-4770012,ENTE-CON-PVR-20,ENTERTAINMENT,CONCERTS,INDIAN,PVR,1,20,1050,1,2018-06-20 19:29:11
16919,98-0396500,ENTE-EVE-BOM-10,ENTERTAINMENT,EVENTS,EXHIBITION,BOMBAYART,1,10,300,0,2018-04-10 03:17:14
16920,59-0726607,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,TRAM,BOOKMYTRIP,1,30,20500,1,2019-10-21 22:37:04
16921,67-8695871,TRAV-ROA-GOI-40,TRAVEL,ROAD,TEMPO,GOIBIBO,1,40,34250,0,2019-03-17 05:20:35
16922,45-8695917,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,TATA,1,10,100,1,2019-09-30 16:09:16
16923,75-5370987,ENTE-MUS-NAT-20,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,1,20,1100,1,2019-08-06 13:49:55
16924,94-3780026,TRAV-RAI-BOO-40,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,1,40,40200,0,2018-10-11 01:03:58
16925,29-0603556,ENTE-CAR-PAR-30,ENTERTAINMENT,CARNIVAL,FUNFAIR,PARTYPOPPERS,1,30,1850,0,2021-09-28 01:57:43
16926,02-3563100,ENTE-EVE-IND-20,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,INDIABUSINESS,0,20,1100,0,2021-07-18 05:55:10
16927,12-2839771,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,0,40,4850,0,2020-01-18 01:06:15
16928,06-7661446,TRAV-ROA-TOM-30,TRAVEL,ROAD,BUS,TOM&COOKS,0,30,26850,1,2020-03-15 11:11:27
16929,31-6698938,FOBV-ALC-FRA-20,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,20,600,0,2021-10-18 10:31:24
16930,37-6201468,TRAV-AIR-TOM-30,TRAVEL,AIR,INTERNATIONAL,TOM&COOKS,0,30,22200,1,2020-10-28 08:38:59
16931,50-0652573,TRAV-ROA-UBE-40,TRAVEL,ROAD,VEHICLE,UBER,0,40,32750,0,2020-07-04 08:08:09
16932,49-7276020,ELEC-BIG-SON-20,ELECTRONIC,BIGAPPLIANCES,TV,SONY,1,20,2450,0,2021-07-05 16:07:09
16933,76-0590071,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,ENGLISH,PVR,1,10,800,1,2021-07-10 01:22:52
16934,41-1918918,TRAV-AIR-TOM-20,TRAVEL,AIR,INTERNATIONAL,TOM&COOKS,1,20,12300,0,2019-10-09 10:05:25
16935,28-4403896,REAP-COS-GAR-30,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,0,30,1850,0,2019-09-17 10:59:15
16936,41-0216020,ENTE-SPO-ISL-5,ENTERTAINMENT,SPORTS,FOOTBALL,ISL,0,5,200,1,2019-08-20 18:29:06
16937,46-0301504,ENTE-CAR-KID-30,ENTERTAINMENT,CARNIVAL,FUNFAIR,KIDSSPECIAL,0,30,1800,1,2018-03-02 10:50:18
16938,82-9170105,REAP-COS-MYG-20,RETAIL_APPAREL,COSMETICS,POLISH,MYGLAMM,0,20,1650,0,2022-05-20 01:44:45
16939,85-0612729,ENTE-MOV-CIN-25,ENTERTAINMENT,MOVIE,ENGLISH,CINEPOLIS,1,25,1650,0,2022-03-31 02:47:13
16940,85-1657303,FOBV-FAS-MAC-30,FOOD_BEVERAGES,FASTFOOD,BURGERS,MACD,1,30,950,1,2020-01-04 22:37:46
16941,78-2776655,ENTE-SPO-IPL-10,ENTERTAINMENT,SPORTS,CRICKET,IPL,1,10,850,0,2019-06-12 23:14:22
16942,47-3501551,ENTE-SPO-FIF-20,ENTERTAINMENT,SPORTS,FOOTBALL,FIFA,1,20,1450,1,2019-10-31 12:25:05
16943,00-9089939,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,1,20,700,0,2018-02-07 11:04:59
16944,19-9304013,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,DAILYTRAIN,BOOKMYTRIP,0,30,20050,0,2021-12-13 13:11:49
16945,18-3113517,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,10,1100,0,2021-11-27 10:03:24
16946,49-1901581,FOBV-FAS-CHE-15,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,CHEEZILA,1,15,450,0,2020-04-13 05:57:03
16947,58-3181832,ENTE-SPO-FIF-10,ENTERTAINMENT,SPORTS,FOOTBALL,FIFA,0,10,300,0,2020-02-05 18:58:53
16948,34-9010214,ELEC-MIN-BOS-40,ELECTRONIC,MINIAPPLIANCES,EARPHONE,BOSE,1,40,4400,0,2019-11-19 19:59:24
16949,67-0272229,FOBV-ALC-BAC-20,FOOD_BEVERAGES,ALCOHOL,RUM,BACARDI,0,20,700,1,2020-04-21 15:28:28
16950,54-1332911,ENTE-MUS-CST-10,ENTERTAINMENT,MUSEUMS,HISTORY,CSTMUSEUM,1,10,700,0,2019-10-29 22:57:46
16951,48-2983960,TRAV-AIR-TOM-30,TRAVEL,AIR,DOMESTIC,TOM&COOKS,0,30,22950,1,2019-12-16 02:26:07
16952,58-6653618,ELEC-BIG-IGE-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,IGENERAL,1,20,1700,1,2022-03-19 05:48:02
16953,54-2964055,ELEC-BIG-IGE-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,IGENERAL,1,20,2550,0,2019-09-15 19:07:37
16954,84-8138479,TRAV-AIR-TOM-30,TRAVEL,AIR,INTERNATIONAL,TOM&COOKS,1,30,22500,0,2021-07-18 20:05:50
16955,88-7768504,TRAV-ROA-TOM-30,TRAVEL,ROAD,BUS,TOM&COOKS,1,30,21050,0,2021-07-16 02:50:57
16956,50-0709050,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,0,10,600,0,2018-03-30 04:28:37
16957,86-0249973,FOBV-SOF-PEP-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,1,10,350,0,2018-05-06 03:48:39
16958,34-9502598,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,0,25,2750,1,2021-12-14 11:53:58
16959,34-9314904,ELEC-BIG-IGE-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,IGENERAL,1,30,3650,0,2018-02-12 14:53:23
16960,56-1672130,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,0,30,3650,1,2021-01-12 05:58:13
16961,29-8744750,FOBV-WAR-NES-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,0,20,700,0,2020-09-09 09:52:16
16962,23-6263351,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,TATA,0,10,300,0,2018-12-29 12:25:32
16963,97-6572143,ENTE-CAR-KID-20,ENTERTAINMENT,CARNIVAL,FUNFAIR,KIDSSPECIAL,1,20,1350,0,2018-11-13 14:23:23
16964,18-1881247,ELEC-MIN-SON-20,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SONY,0,20,2300,1,2020-11-22 16:12:24
16965,95-0023440,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,1,40,4450,0,2019-02-05 16:26:56
16966,99-7166154,FOBV-FAS-PVR-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,1,20,700,0,2020-08-08 16:55:34
16967,08-7955824,REAP-COS-SWI-15,RETAIL_APPAREL,COSMETICS,POLISH,SWISSBEAUTY,1,15,1000,0,2022-06-01 18:55:15
16968,15-6875094,TRAV-RAI-BOO-50,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,0,50,44500,0,2020-06-30 18:37:58
16969,93-0553637,REAP-ETH-MCR-10,RETAIL_APPAREL,ETHINICWEAR,DHOTI,MCR,1,10,550,1,2020-06-27 02:36:50
16970,38-2974985,TRAV-RAI-MUM-35,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,1,35,28600,0,2021-11-19 15:38:21
